type,n,threshold,usec
reverse,18700,30,3231.8
reverse,18800,30,3251
reverse,18900,30,3279.2
reverse,19000,30,3280
reverse,19100,30,3310
reverse,19200,30,3321.8
reverse,19300,30,3336.8
reverse,19400,30,3369
reverse,19500,30,3397.8
reverse,19600,30,3407
reverse,19700,30,3427
reverse,19800,30,3467.8
reverse,19900,30,3502.2
reverse,20000,30,3501.6
reverse,20100,30,3513.8
reverse,20200,30,3532.2
reverse,20300,30,3549
reverse,20400,30,3584.4
reverse,20500,30,3624.6
reverse,20600,30,3637.8
reverse,20700,30,3645
reverse,20800,30,3678.6
reverse,20900,30,3709.2
reverse,21000,30,3717.8
reverse,21100,30,3742.8
reverse,21200,30,3783.2
reverse,21300,30,3800.6
reverse,21400,30,3822.6
reverse,21500,30,3830.6
reverse,21600,30,3868.8
reverse,21700,30,3884.8
reverse,21800,30,3902.4
reverse,21900,30,3924.4
reverse,22000,30,3957.8
reverse,22100,30,3978.6
reverse,22200,30,4009.4
reverse,22300,30,4034.4
reverse,22400,30,4038.4
reverse,22500,30,4090.6
reverse,22600,30,4104.8
reverse,22700,30,4139
reverse,22800,30,4145.2
reverse,22900,30,4167.4
reverse,23000,30,4205.4
reverse,23100,30,4232.2
reverse,23200,30,4248.2
reverse,23300,30,4259.8
reverse,23400,30,4294
reverse,23500,30,4310
reverse,23600,30,4339
reverse,23700,30,4353
reverse,23800,30,4399.8
reverse,23900,30,4416.6
reverse,24000,30,4426.8
reverse,24100,30,4473
reverse,24200,30,4495.2
reverse,24300,30,4515.4
reverse,24400,30,4536.4
reverse,24500,30,4549.4
reverse,24600,30,4606.6
reverse,24700,30,4613
reverse,24800,30,4649.8
reverse,24900,30,4671
reverse,25000,30,4701.6
reverse,25100,30,4692.4
reverse,25200,30,4738.2
reverse,25300,30,4759.8
reverse,25400,30,4785.8
reverse,25500,30,4825
reverse,25600,30,4842
reverse,25700,30,4864.6
reverse,25800,30,4899
reverse,25900,30,4906.2
reverse,26000,30,4956.4
reverse,26100,30,4967.2
reverse,26200,30,4992.4
reverse,26300,30,5051.8
reverse,26400,30,5034.6
reverse,26500,30,5070
reverse,26600,30,5096.8
reverse,26700,30,5133.8
reverse,26800,30,5154.8
reverse,26900,30,5177.8
reverse,27000,30,5196.4
reverse,27100,30,5222.8
reverse,27200,30,5253.6
reverse,27300,30,5269.8
reverse,27400,30,5314.2
reverse,27500,30,5334.2
reverse,27600,30,5364.8
reverse,27700,30,5496.4
reverse,27800,30,5405
reverse,27900,30,5472
reverse,28000,30,5456
reverse,28100,30,5530.2
reverse,28200,30,5571
reverse,28300,30,5560.6
reverse,28400,30,5593.4
reverse,28500,30,5605.2
reverse,28600,30,5660.6
reverse,28700,30,5681
reverse,28800,30,5693.2
reverse,28900,30,5716.2
reverse,29000,30,5772.6
reverse,29100,30,5769.6
reverse,29200,30,5792.8
reverse,29300,30,5836
reverse,29400,30,5862.6
reverse,29500,30,5890.8
reverse,29600,30,5914.8
reverse,29700,30,5951
reverse,29800,30,5969.4
reverse,29900,30,6003
reverse,30000,30,6048
reverse,30100,30,6073
reverse,30200,30,6079.6
reverse,30300,30,6119.4
reverse,30400,30,6153.8
reverse,30500,30,6180
reverse,30600,30,6215.4
reverse,30700,30,6228.4
reverse,30800,30,6202.8
reverse,30900,30,6157.4
reverse,31000,30,6108.4
reverse,31100,30,6041.4
reverse,31200,30,5984
reverse,31300,30,5928
reverse,31400,30,5902
reverse,31500,30,5830.8
reverse,31600,30,5775.2
reverse,31700,30,5734.8
reverse,31800,30,5711.2
reverse,31900,30,5737.6
reverse,32000,30,5746.8
reverse,32100,30,5788.8
reverse,32200,30,5800.2
reverse,32300,30,5812.4
reverse,32400,30,5860.2
reverse,32500,30,5861.8
reverse,32600,30,5875.2
reverse,32700,30,5986.2
reverse,32800,30,6034.2
reverse,32900,30,6052.6
reverse,33000,30,6061.8
reverse,33100,30,6052.8
reverse,33200,30,6179.6
reverse,33300,30,6232.4
reverse,33400,30,6210
reverse,33500,30,6192.2
reverse,33600,30,6236.8
reverse,33700,30,6264.4
reverse,33800,30,6333.4
reverse,33900,30,6330.8
reverse,34000,30,6327.6
reverse,34100,30,6355.2
reverse,34200,30,6384
reverse,34300,30,6332.2
reverse,34400,30,6371.6
reverse,34500,30,6412
reverse,34600,30,6322.6
reverse,34700,30,6430.4
reverse,34800,30,6460
reverse,34900,30,6471
reverse,35000,30,6510.2
reverse,35100,30,6502.4
reverse,35200,30,6496.6
reverse,35300,30,6552
reverse,35400,30,6440.2
reverse,35500,30,6542.6
reverse,35600,30,6546
reverse,35700,30,6572.6
reverse,35800,30,6784.6
reverse,35900,30,6625.4
reverse,36000,30,6664.4
reverse,36100,30,6655.2
reverse,36200,30,6684
reverse,36300,30,6709.2
reverse,36400,30,6729.8
reverse,36500,30,6738.8
reverse,36600,30,6780.8
reverse,36700,30,6784.4
reverse,36800,30,6810.2
reverse,36900,30,6838.6
reverse,37000,30,6841.6
reverse,37100,30,6889.4
reverse,37200,30,6906
reverse,37300,30,6927
reverse,37400,30,6947
reverse,37500,30,7009.2
reverse,37600,30,6999.4
reverse,37700,30,7021.8
reverse,37800,30,7046.2
reverse,37900,30,7041.2
reverse,38000,30,7248.2
reverse,38100,30,7258
reverse,38200,30,7197.6
reverse,38300,30,7230.2
reverse,38400,30,7152.8
reverse,38500,30,7186.6
reverse,38600,30,7192.4
reverse,38700,30,7233.2
reverse,38800,30,7432.4
reverse,38900,30,7490.6
reverse,39000,30,7329
reverse,39100,30,7384.6
reverse,39200,30,7334.6
reverse,39300,30,7361.4
reverse,39400,30,7398.2
reverse,39500,30,7411
reverse,39600,30,7452.2
reverse,39700,30,7460.8
reverse,39800,30,7486.6
reverse,39900,30,7500.4
reverse,40000,30,7532.4
reverse,40100,30,7546.4
reverse,40200,30,7633.6
reverse,40300,30,7609.2
reverse,40400,30,7598.4
reverse,40500,30,7680.8
reverse,40600,30,7651.2
reverse,40700,30,7860.4
reverse,40800,30,7932
reverse,40900,30,7980.4
reverse,41000,30,7940
reverse,41100,30,8025.8
reverse,41200,30,8038.2
reverse,41300,30,8000.6
reverse,41400,30,8073.2
reverse,41500,30,8037.6
reverse,41600,30,8024.6
reverse,41700,30,8134.8
reverse,41800,30,8208
reverse,41900,30,8334.8
reverse,42000,30,8152
reverse,42100,30,8159
reverse,42200,30,8188.4
reverse,42300,30,8191
reverse,42400,30,8181.6
reverse,42500,30,8158.4
reverse,42600,30,8235
reverse,42700,30,8279
reverse,42800,30,8250.4
reverse,42900,30,8203.6
reverse,43000,30,8258
reverse,43100,30,8248.2
reverse,43200,30,8279.6
reverse,43300,30,8327.8
reverse,43400,30,8335.6
reverse,43500,30,8530.2
reverse,43600,30,8547.6
reverse,43700,30,8408.6
reverse,43800,30,8729.6
reverse,43900,30,8780.6
reverse,44000,30,8588
reverse,44100,30,8493.2
reverse,44200,30,8531.2
reverse,44300,30,8678.6
reverse,44400,30,8694.6
reverse,44500,30,8777.8
reverse,44600,30,8713.8
reverse,44700,30,8628
reverse,44800,30,8755.6
reverse,44900,30,8787.8
reverse,45000,30,8840.6
reverse,45100,30,9148
reverse,45200,30,9031.2
reverse,45300,30,9124.6
reverse,45400,30,9049.6
reverse,45500,30,9121.4
reverse,45600,30,9119.6
reverse,45700,30,9030
reverse,45800,30,8960
reverse,45900,30,8993.6
reverse,46000,30,9118.4
reverse,46100,30,9070.4
reverse,46200,30,9096.8
reverse,46300,30,9119
reverse,46400,30,9108.2
reverse,46500,30,9173.8
reverse,46600,30,9199.8
reverse,46700,30,9241.8
reverse,46800,30,9260
reverse,46900,30,9240.4
reverse,47000,30,9277.8
reverse,47100,30,9416
reverse,47200,30,9476
reverse,47300,30,9542.6
reverse,47400,30,9512.8
reverse,47500,30,9523.2
reverse,47600,30,9500.8
reverse,47700,30,9541.2
reverse,47800,30,9469.2
reverse,47900,30,9568.6
reverse,48000,30,9623.4
reverse,48100,30,9659.4
reverse,48200,30,9736.4
reverse,48300,30,9695.2
reverse,48400,30,9798.2
reverse,48500,30,9790.6
reverse,48600,30,9815.4
reverse,48700,30,9916.8
reverse,48800,30,9870.4
reverse,48900,30,9889.4
reverse,49000,30,9849.4
reverse,49100,30,9805
reverse,49200,30,9885.6
reverse,49300,30,10012.6
reverse,49400,30,10027
reverse,49500,30,10026.8
reverse,49600,30,10031.4
reverse,49700,30,10004.2
reverse,49800,30,10667.4
reverse,49900,30,10529.6
reverse,50000,30,10557.4
reverse,50100,30,10900.2
reverse,50200,30,11192.6
reverse,50300,30,10621.4
reverse,50400,30,10606.6
reverse,50500,30,10501
reverse,50600,30,10400.2
reverse,50700,30,10415.2
reverse,50800,30,10396.4
reverse,50900,30,10464.2
reverse,51000,30,10355.4
reverse,51100,30,10307.6
reverse,51200,30,10392
reverse,51300,30,10597.8
reverse,51400,30,10586.2
reverse,51500,30,10612.2
reverse,51600,30,10574
reverse,51700,30,10609.6
reverse,51800,30,10581.4
reverse,51900,30,10616.2
reverse,52000,30,10833.6
reverse,52100,30,10620
reverse,52200,30,10655.8
reverse,52300,30,10659.6
reverse,52400,30,10777.4
reverse,52500,30,11106.8
reverse,52600,30,11270.6
reverse,52700,30,11164.2
reverse,52800,30,10853.2
reverse,52900,30,10845.8
reverse,53000,30,10880.4
reverse,53100,30,11045.6
reverse,53200,30,11033.2
reverse,53300,30,11025.2
reverse,53400,30,10980.6
reverse,53500,30,11051.2
reverse,53600,30,11044.8
reverse,53700,30,11386.2
reverse,53800,30,11472.8
reverse,53900,30,11517.2
reverse,54000,30,11325.6
reverse,54100,30,11181.8
reverse,54200,30,11156
reverse,54300,30,11266
reverse,54400,30,11304.8
reverse,54500,30,11294.2
reverse,54600,30,11298.4
reverse,54700,30,11300
reverse,54800,30,11379.4
reverse,54900,30,11522.2
reverse,55000,30,11447.8
reverse,55100,30,11481.2
reverse,55200,30,11502
reverse,55300,30,11570.4
reverse,55400,30,11538.2
reverse,55500,30,11552.8
reverse,55600,30,11580.8
reverse,55700,30,11609.8
reverse,55800,30,11616
reverse,55900,30,11688.8
reverse,56000,30,11648.2
reverse,56100,30,11949.6
reverse,56200,30,11821.8
reverse,56300,30,11788.8
reverse,56400,30,11839
reverse,56500,30,11886
reverse,56600,30,11896.6
reverse,56700,30,11964
reverse,56800,30,11972.4
reverse,56900,30,11986
reverse,57000,30,12059.4
reverse,57100,30,12102.8
reverse,57200,30,12123.8
reverse,57300,30,12087.4
reverse,57400,30,12141.2
reverse,57500,30,12152.6
reverse,57600,30,12210.2
reverse,57700,30,14287.8
reverse,57800,30,12554.6
reverse,57900,30,12463
reverse,58000,30,12349.6
reverse,58100,30,12479.4
reverse,58200,30,12733
reverse,58300,30,12586.4
reverse,58400,30,12425.4
reverse,58500,30,12392.6
reverse,58600,30,12569.6
reverse,58700,30,12586.2
reverse,58800,30,12540.8
reverse,58900,30,12576
reverse,59000,30,12611.4
reverse,59100,30,12592.8
reverse,59200,30,12598.6
reverse,59300,30,12677
reverse,59400,30,12702.2
reverse,59500,30,12743
reverse,59600,30,12728
reverse,59700,30,12788.2
reverse,59800,30,12922.6
reverse,59900,30,12886.6
reverse,60000,30,12915
reverse,60100,30,12858.8
reverse,60200,30,12877.8
reverse,60300,30,12900.4
reverse,60400,30,12936.6
reverse,60500,30,12989
reverse,60600,30,13066
reverse,60700,30,13092.6
reverse,60800,30,13119
reverse,60900,30,13122
reverse,61000,30,13174.6
reverse,61100,30,13188.8
reverse,61200,30,13275.8
reverse,61300,30,13250.2
reverse,61400,30,13302.4
reverse,61500,30,13235.2
reverse,61600,30,13259.4
reverse,61700,30,13163.6
reverse,61800,30,13116.4
reverse,61900,30,13056.6
reverse,62000,30,13016.4
reverse,62100,30,12947.8
reverse,62200,30,12868.4
reverse,62300,30,12816.2
reverse,62400,30,12778.6
reverse,62500,30,12782
reverse,62600,30,12668.2
reverse,62700,30,12620.8
reverse,62800,30,12571.6
reverse,62900,30,12536.8
reverse,63000,30,12471.6
reverse,63100,30,12413.6
reverse,63200,30,12375
reverse,63300,30,12311.8
reverse,63400,30,12279.8
reverse,63500,30,12247.8
reverse,63600,30,12249.6
reverse,63700,30,12272.4
reverse,63800,30,12280.8
reverse,63900,30,12325.8
reverse,64000,30,12339.2
reverse,64100,30,12372
reverse,64200,30,12396.6
reverse,64300,30,12399
reverse,64400,30,12428.6
reverse,64500,30,12481.4
reverse,64600,30,12700.6
reverse,64700,30,12858.4
reverse,64800,30,12793
reverse,64900,30,12578.2
reverse,65000,30,12667.8
reverse,65100,30,12684.8
reverse,65200,30,12595.8
reverse,65300,30,12664
reverse,65400,30,12941.4
reverse,65500,30,14249.6
reverse,65600,30,16122.8
reverse,65700,30,13822.4
reverse,65800,30,13396.4
reverse,65900,30,13189.8
reverse,66000,30,13132.6
reverse,66100,30,13068.6
reverse,66200,30,13047.6
reverse,66300,30,13076
reverse,66400,30,13194
reverse,66500,30,13141
reverse,66600,30,13175.6
reverse,66700,30,13291
reverse,66800,30,13285.8
reverse,66900,30,13204.2
reverse,67000,30,13183.8
reverse,67100,30,13227.4
reverse,67200,30,14052.8
reverse,67300,30,13716.2
reverse,67400,30,13584.8
reverse,67500,30,13334
reverse,67600,30,13298.6
reverse,67700,30,13269.6
reverse,67800,30,13324.2
reverse,67900,30,13234
reverse,68000,30,13277.2
reverse,68100,30,13273.2
reverse,68200,30,14043.8
reverse,68300,30,13692
reverse,68400,30,13568
reverse,68500,30,13771
reverse,68600,30,13706.8
reverse,68700,30,13818
reverse,68800,30,13687
reverse,68900,30,13758.4
reverse,69000,30,14219.8
reverse,69100,30,14069.2
reverse,69200,30,14098.4
reverse,69300,30,13690.2
reverse,69400,30,13662
reverse,69500,30,13610.4
reverse,69600,30,13709.2
reverse,69700,30,13953.6
reverse,69800,30,13777.8
reverse,69900,30,13711.6
reverse,70000,30,14104.6
reverse,70100,30,13997
reverse,70200,30,14006.8
reverse,70300,30,13821.4
reverse,70400,30,13926.6
reverse,70500,30,13895
reverse,70600,30,13849.8
reverse,70700,30,13895.4
reverse,70800,30,13998.4
reverse,70900,30,14047
reverse,71000,30,13976.4
reverse,71100,30,14089.8
reverse,71200,30,14581.4
reverse,71300,30,14105
reverse,71400,30,14137.6
reverse,71500,30,14113.6
reverse,71600,30,14113.6
reverse,71700,30,14114
reverse,71800,30,14142.4
reverse,71900,30,14208
reverse,72000,30,14217.2
reverse,72100,30,14347
reverse,72200,30,14398.8
reverse,72300,30,14349.6
reverse,72400,30,14294.6
reverse,72500,30,14895.8
reverse,72600,30,14832.2
reverse,72700,30,14585.8
reverse,72800,30,14472.4
reverse,72900,30,14447.8
reverse,73000,30,14438.8
reverse,73100,30,14453
reverse,73200,30,14527.2
reverse,73300,30,14479.8
reverse,73400,30,14501.4
reverse,73500,30,14545.8
reverse,73600,30,14546.4
reverse,73700,30,14608
reverse,73800,30,14613
reverse,73900,30,14646.2
reverse,74000,30,14672.8
reverse,74100,30,14666.8
reverse,74200,30,14708.6
reverse,74300,30,14919.8
reverse,74400,30,14847.2
reverse,74500,30,14973.4
reverse,74600,30,15205.4
reverse,74700,30,14886
reverse,74800,30,14930.8
reverse,74900,30,14909.8
reverse,75000,30,14916.8
reverse,75100,30,14898
reverse,75200,30,14917
reverse,75300,30,14915.2
reverse,75400,30,14952.4
reverse,75500,30,14978.6
reverse,75600,30,15249.2
reverse,75700,30,15027.2
reverse,75800,30,15040.8
reverse,75900,30,15073.4
reverse,76000,30,15113.2
reverse,76100,30,15166.2
reverse,76200,30,15207
reverse,76300,30,15201
reverse,76400,30,15209.6
reverse,76500,30,15260.8
reverse,76600,30,15259
reverse,76700,30,15507.8
reverse,76800,30,15300.8
reverse,76900,30,15400
reverse,77000,30,15814.2
reverse,77100,30,15457
reverse,77200,30,15529
reverse,77300,30,15499.4
reverse,77400,30,15492.8
reverse,77500,30,15501
reverse,77600,30,15577.4
reverse,77700,30,15559
reverse,77800,30,15613.6
reverse,77900,30,15624.2
reverse,78000,30,15650
reverse,78100,30,15859.8
reverse,78200,30,15946.2
reverse,78300,30,15834.2
reverse,78400,30,15908.2
reverse,78500,30,15977.6
reverse,78600,30,15876.2
reverse,78700,30,15909
reverse,78800,30,15968
reverse,78900,30,15873.2
reverse,79000,30,16259.2
reverse,79100,30,16006.6
reverse,79200,30,15963
reverse,79300,30,16132.2
reverse,79400,30,15944.4
reverse,79500,30,16079.2
reverse,79600,30,16005.4
reverse,79700,30,16423
reverse,79800,30,16089.2
reverse,79900,30,16073
reverse,80000,30,16229.8
reverse,80100,30,16115.4
reverse,80200,30,16169.4
reverse,80300,30,16170.2
reverse,80400,30,16164
reverse,80500,30,16208.6
reverse,80600,30,16255.8
reverse,80700,30,16257.8
reverse,80800,30,16284.4
reverse,80900,30,16307.4
reverse,81000,30,16434.4
reverse,81100,30,16392.8
reverse,81200,30,16386.8
reverse,81300,30,16420
reverse,81400,30,16467.4
reverse,81500,30,16633.6
reverse,81600,30,16521.4
reverse,81700,30,16557
reverse,81800,30,16558.2
reverse,81900,30,16616
reverse,82000,30,16744.8
reverse,82100,30,16645
reverse,82200,30,16701.4
reverse,82300,30,16722.4
reverse,82400,30,16704
reverse,82500,30,16712
reverse,82600,30,16742.4
reverse,82700,30,16980.4
reverse,82800,30,17146.8
reverse,82900,30,17122.4
reverse,83000,30,17036
reverse,83100,30,17081.6
reverse,83200,30,17081.2
reverse,83300,30,16989.6
reverse,83400,30,17035.2
reverse,83500,30,16988.4
reverse,83600,30,17050
reverse,83700,30,17398.2
reverse,83800,30,17433.4
reverse,83900,30,17447.2
reverse,84000,30,17148.4
reverse,84100,30,17196.2
reverse,84200,30,17205.8
reverse,84300,30,17216.6
reverse,84400,30,17240.4
reverse,84500,30,17382.2
reverse,84600,30,17251
reverse,84700,30,17327.2
reverse,84800,30,17370.6
reverse,84900,30,17349.6
reverse,85000,30,17395.6
reverse,85100,30,17349.8
reverse,85200,30,17628.4
reverse,85300,30,17797.6
reverse,85400,30,17449.2
reverse,85500,30,17518.6
reverse,85600,30,17478.6
reverse,85700,30,17738.6
reverse,85800,30,17533.2
reverse,85900,30,17700.6
reverse,86000,30,17687
reverse,86100,30,17640.8
reverse,86200,30,17627
reverse,86300,30,17618.4
reverse,86400,30,17652.8
reverse,86500,30,17713.2
reverse,86600,30,17724.4
reverse,86700,30,17774.8
reverse,86800,30,17774.4
reverse,86900,30,17830.6
reverse,87000,30,17847.6
reverse,87100,30,17850.2
reverse,87200,30,17901.8
reverse,87300,30,17961.8
reverse,87400,30,17979.2
reverse,87500,30,17968.4
reverse,87600,30,18028.6
reverse,87700,30,18015.6
reverse,87800,30,18051.6
reverse,87900,30,18123.6
reverse,88000,30,18174.4
reverse,88100,30,18106
reverse,88200,30,18151.6
reverse,88300,30,18164
reverse,88400,30,18207.4
reverse,88500,30,18268.8
reverse,88600,30,18291.4
reverse,88700,30,18257.2
reverse,88800,30,18293.2
reverse,88900,30,18290.4
reverse,89000,30,18356
reverse,89100,30,18396.8
reverse,89200,30,18441
reverse,89300,30,18434.8
reverse,89400,30,18416.6
reverse,89500,30,18450.6
reverse,89600,30,18513.6
reverse,89700,30,18546.8
reverse,89800,30,18534.2
reverse,89900,30,18595.2
reverse,90000,30,18635.2
reverse,90100,30,18612
reverse,90200,30,18686.2
reverse,90300,30,18690.6
reverse,90400,30,18746.4
reverse,90500,30,18795.8
reverse,90600,30,18798.4
reverse,90700,30,18877.2
reverse,90800,30,18909.4
reverse,90900,30,18940.4
reverse,91000,30,18918.4
reverse,91100,30,18893.2
reverse,91200,30,18945.4
reverse,91300,30,19070.2
reverse,91400,30,19085.8
reverse,91500,30,19059
reverse,91600,30,19084.6
reverse,91700,30,19134
reverse,91800,30,19169.8
reverse,91900,30,19151.8
reverse,92000,30,19185.8
reverse,92100,30,19200.4
reverse,92200,30,19324.6
reverse,92300,30,19275.6
reverse,92400,30,19346.2
reverse,92500,30,19340
reverse,92600,30,19321.6
reverse,92700,30,19396
reverse,92800,30,19410
reverse,92900,30,19456.4
reverse,93000,30,19456.8
reverse,93100,30,19468
reverse,93200,30,19456.2
reverse,93300,30,19576.4
reverse,93400,30,19536.4
reverse,93500,30,19525.4
reverse,93600,30,19629.2
reverse,93700,30,19587.8
reverse,93800,30,19653.6
reverse,93900,30,19637
reverse,94000,30,19680
reverse,94100,30,19728.8
reverse,94200,30,19738.8
reverse,94300,30,19763.2
reverse,94400,30,19869.6
reverse,94500,30,19813.2
reverse,94600,30,19843.4
reverse,94700,30,19847.6
reverse,94800,30,19865
reverse,94900,30,19946.8
reverse,95000,30,19961
reverse,95100,30,20006.8
reverse,95200,30,20027.2
reverse,95300,30,20022.8
reverse,95400,30,20068.4
reverse,95500,30,20077
reverse,95600,30,20128.4
reverse,95700,30,20117
reverse,95800,30,20152.2
reverse,95900,30,20254.4
reverse,96000,30,20217.6
reverse,96100,30,20256
reverse,96200,30,20271.4
reverse,96300,30,20278.8
reverse,96400,30,20358
reverse,96500,30,20382.2
reverse,96600,30,20383.8
reverse,96700,30,20468.6
reverse,96800,30,20422.6
reverse,96900,30,20449.4
reverse,97000,30,20471
reverse,97100,30,20525.4
reverse,97200,30,20562
reverse,97300,30,20591.2
reverse,97400,30,20649.8
reverse,97500,30,20699.2
reverse,97600,30,20670.2
reverse,97700,30,20708.8
reverse,97800,30,20698
reverse,97900,30,20728
reverse,98000,30,21094
reverse,98100,30,20946.2
reverse,98200,30,20835
reverse,98300,30,20835.2
reverse,98400,30,20940.4
reverse,98500,30,20957
reverse,98600,30,21014.6
reverse,98700,30,22613.6
reverse,98800,30,21042.4
reverse,98900,30,21053.6
reverse,99000,30,21079
reverse,99100,30,21162.8
reverse,99200,30,21241.6
reverse,99300,30,21216
reverse,99400,30,21205.4
reverse,99500,30,21229.6
reverse,99600,30,21298.8
reverse,99700,30,21357.8
reverse,99800,30,21447.2
reverse,99900,30,21387.8
reverse,100000,30,21623.6
reverse,500,50,67.4
reverse,600,50,89
reverse,700,50,119
reverse,800,50,150.8
reverse,900,50,122.4
reverse,1000,50,142.6
reverse,1100,50,166.6
reverse,1200,50,195.6
reverse,1300,50,225
reverse,1400,50,257.2
reverse,1500,50,299.6
reverse,1600,50,324.8
reverse,1700,50,241.6
reverse,1800,50,265.4
reverse,1900,50,287.6
reverse,2000,50,310.4
reverse,2100,50,337
reverse,2200,50,357.8
reverse,2300,50,398
reverse,2400,50,418.8
reverse,2500,50,448.8
reverse,2600,50,480.2
reverse,2700,50,517
reverse,2800,50,550.6
reverse,2900,50,578.2
reverse,3000,50,622.4
reverse,3100,50,649.2
reverse,3200,50,691.4
reverse,3300,50,496.4
reverse,3400,50,527.6
reverse,3500,50,548.6
reverse,3600,50,569.6
reverse,3700,50,596.6
reverse,3800,50,632
reverse,3900,50,657.4
reverse,4000,50,676.6
reverse,4100,50,704.4
reverse,4200,50,728.4
reverse,4300,50,762.6
reverse,4400,50,790.8
reverse,4500,50,835
reverse,4600,50,851.8
reverse,4700,50,876.2
reverse,4800,50,905.4
reverse,4900,50,931.6
reverse,5000,50,967.2
reverse,5100,50,992.6
reverse,5200,50,1032
reverse,5300,50,1065.4
reverse,5400,50,1099.6
reverse,5500,50,1134.2
reverse,5600,50,1166.2
reverse,5700,50,1208.4
reverse,5800,50,1236.2
reverse,5900,50,1271.8
reverse,6000,50,1309.8
reverse,6100,50,1345
reverse,6200,50,1380.6
reverse,6300,50,1420.2
reverse,6400,50,1466.4
reverse,6500,50,1163.6
reverse,6600,50,1084.6
reverse,6700,50,1109.6
reverse,6800,50,1140.8
reverse,6900,50,1166
reverse,7000,50,1188.4
reverse,7100,50,1219.8
reverse,7200,50,1243.6
reverse,7300,50,1269.4
reverse,7400,50,1293.8
reverse,7500,50,1317.2
reverse,7600,50,1348.4
reverse,7700,50,1405.8
reverse,7800,50,1419
reverse,7900,50,1433.4
reverse,8000,50,1478.4
reverse,8100,50,1510.8
reverse,8200,50,1556.8
reverse,8300,50,1593
reverse,8400,50,1612.4
reverse,8500,50,1625.8
reverse,8600,50,1663.2
reverse,8700,50,1698.2
reverse,8800,50,1686.8
reverse,8900,50,1719.2
reverse,9000,50,1748.2
reverse,9100,50,1775.4
reverse,9200,50,1816.6
reverse,9300,50,1826
reverse,9400,50,1877.6
reverse,9500,50,1901.8
reverse,9600,50,1932.4
reverse,9700,50,1958.8
reverse,9800,50,1985.6
reverse,9900,50,2030.6
reverse,10000,50,2117.4
reverse,10100,50,2091.8
reverse,10200,50,2124.6
reverse,10300,50,2184.8
reverse,10400,50,2214.6
reverse,10500,50,2231
reverse,10600,50,2271
reverse,10700,50,2300.6
reverse,10800,50,2341.4
reverse,10900,50,2362
reverse,11000,50,2400.6
reverse,11100,50,2445.2
reverse,11200,50,2476.4
reverse,11300,50,2510.4
reverse,11400,50,2559.6
reverse,11500,50,2584
reverse,11600,50,2629.6
reverse,11700,50,2652.6
reverse,11800,50,2693.8
reverse,11900,50,2773
reverse,12000,50,2814.6
reverse,12100,50,2887.6
reverse,12200,50,2919.2
reverse,12300,50,2934.8
reverse,12400,50,3000.6
reverse,12500,50,2967.6
reverse,12600,50,3007.6
reverse,12700,50,3047.2
reverse,12800,50,3095.8
reverse,12900,50,2798.8
reverse,13000,50,2502.2
reverse,13100,50,2331
reverse,13200,50,2353.2
reverse,13300,50,2381.4
reverse,13400,50,2409.4
reverse,13500,50,2443.8
reverse,13600,50,2470.4
reverse,13700,50,2503.6
reverse,13800,50,2527.2
reverse,13900,50,2532.8
reverse,14000,50,2567.2
reverse,14100,50,2573.6
reverse,14200,50,2624.2
reverse,14300,50,2632.8
reverse,14400,50,2657.4
reverse,14500,50,2722.8
reverse,14600,50,2742.8
reverse,14700,50,2766.8
reverse,14800,50,2772.4
reverse,14900,50,2823.6
reverse,15000,50,2968.2
reverse,15100,50,2925.4
reverse,15200,50,2978.2
reverse,15300,50,2971.8
reverse,15400,50,2963.4
reverse,15500,50,2976.2
reverse,15600,50,2997.2
reverse,15700,50,3034.6
reverse,15800,50,3060
reverse,15900,50,3076.4
reverse,16000,50,3130.8
reverse,16100,50,3170.2
reverse,16200,50,3191.4
reverse,16300,50,3193.8
reverse,16400,50,3250
reverse,16500,50,3290.4
reverse,16600,50,3305.2
reverse,16700,50,3331
reverse,16800,50,3372.2
reverse,16900,50,3402
reverse,17000,50,3435
reverse,17100,50,3465
reverse,17200,50,3481.6
reverse,17300,50,3547.8
reverse,17400,50,3648.6
reverse,17500,50,3719
reverse,17600,50,3661.8
reverse,17700,50,3633
reverse,17800,50,3672.2
reverse,17900,50,3703.8
reverse,18000,50,3718.6
reverse,18100,50,3753.8
reverse,18200,50,3762.2
reverse,18300,50,3808.6
reverse,18400,50,3831.4
reverse,18500,50,3856.4
reverse,18600,50,3899.8
reverse,18700,50,3992.8
reverse,18800,50,4002.6
reverse,18900,50,4078
reverse,19000,50,4032.8
reverse,19100,50,4079.2
reverse,19200,50,4115
reverse,19300,50,4127.4
reverse,19400,50,4194.8
reverse,19500,50,4281.4
reverse,19600,50,4262.2
reverse,19700,50,4325.4
reverse,19800,50,4320.2
reverse,19900,50,4358.8
reverse,20000,50,4388.4
reverse,20100,50,4421.2
reverse,20200,50,4468.2
reverse,20300,50,4490.8
reverse,20400,50,4557.8
reverse,20500,50,4583.2
reverse,20600,50,4607.4
reverse,20700,50,4627.6
reverse,20800,50,4675
reverse,20900,50,4699.6
reverse,21000,50,4712.4
reverse,21100,50,4794.4
reverse,21200,50,4833.6
reverse,21300,50,4864.6
reverse,21400,50,4872.6
reverse,21500,50,4894.2
reverse,21600,50,4937.4
reverse,21700,50,4967
reverse,21800,50,5038
reverse,21900,50,5078.8
reverse,22000,50,5106.4
reverse,22100,50,5109.2
reverse,22200,50,5177
reverse,22300,50,5202.4
