stream_id,step,processed,true_unique,estimate,algo,b_or_p,m,seed
3,3,10000,9710,9971.481716,hll,12,4096,345
3,3,10000,9710,9993.902284,hllpp,12,4096,345
3,4,20000,19320,19432.984416,hll,12,4096,345
3,4,20000,19320,19805.626803,hllpp,12,4096,345
4,0,1000,990,993.257965,hll,12,4096,446
4,0,1000,990,990.014605,hllpp,12,4096,446
4,1,2000,1964,1921.936115,hll,12,4096,446
4,1,2000,1964,1964.057480,hllpp,12,4096,446
4,2,4000,3908,3819.664358,hll,12,4096,446
4,2,4000,3908,3908.227595,hllpp,12,4096,446
4,3,10000,9687,9621.744053,hll,12,4096,446
4,3,10000,9687,9386.631783,hllpp,12,4096,446
4,4,20000,19292,19344.626286,hll,12,4096,446
4,4,20000,19292,19259.293797,hllpp,12,4096,446
5,0,1000,997,1018.826088,hll,12,4096,547
5,0,1000,997,996.014782,hllpp,12,4096,547
5,1,2000,1972,2009.191485,hll,12,4096,547
5,1,2000,1972,1971.057891,hllpp,12,4096,547
5,2,4000,3915,3956.597955,hll,12,4096,547
5,2,4000,3915,3914.228295,hllpp,12,4096,547
5,3,10000,9724,9771.093931,hll,12,4096,547
5,3,10000,9724,9695.839429,hllpp,12,4096,547
5,4,20000,19342,19011.433623,hll,12,4096,547
5,4,20000,19342,19161.495297,hllpp,12,4096,547
6,0,1000,998,1002.188665,hll,12,4096,648
6,0,1000,998,998.014842,hllpp,12,4096,648
6,1,2000,1980,1978.278131,hll,12,4096,648
6,1,2000,1980,1980.058421,hllpp,12,4096,648
6,2,4000,3924,3891.435906,hll,12,4096,648
6,2,4000,3924,3924.229463,hllpp,12,4096,648
6,3,10000,9722,9518.304213,hll,12,4096,648
6,3,10000,9722,9817.069665,hllpp,12,4096,648
6,4,20000,19347,19729.533618,hll,12,4096,648
6,4,20000,19347,19624.663224,hllpp,12,4096,648
7,0,1000,992,980.533506,hll,12,4096,749
7,0,1000,992,992.014664,hllpp,12,4096,749
7,1,2000,1975,1971.799680,hll,12,4096,749
7,1,2000,1975,1975.058126,hllpp,12,4096,749
7,2,4000,3924,3899.200838,hll,12,4096,749
7,2,4000,3924,3924.229463,hllpp,12,4096,749
7,3,10000,9732,9397.528878,hll,12,4096,749
7,3,10000,9732,9855.395541,hllpp,12,4096,749
7,4,20000,19361,19240.880540,hll,12,4096,749
7,4,20000,19361,19500.684016,hllpp,12,4096,749
8,0,1000,989,1002.188665,hll,12,4096,850
8,0,1000,989,989.014575,hllpp,12,4096,850
8,1,2000,1964,2007.558637,hll,12,4096,850
8,1,2000,1964,1964.057480,hllpp,12,4096,850
8,2,4000,3907,4087.403466,hll,12,4096,850
8,2,4000,3907,3907.227479,hllpp,12,4096,850
8,3,10000,9680,9600.846049,hll,12,4096,850
8,3,10000,9680,9896.530994,hllpp,12,4096,850
8,4,20000,19343,19670.456030,hll,12,4096,850
8,4,20000,19343,19494.633356,hllpp,12,4096,850
9,0,1000,993,1002.188665,hll,12,4096,951
9,0,1000,993,993.014694,hllpp,12,4096,951
9,1,2000,1976,1966.947557,hll,12,4096,951
9,1,2000,1976,1976.058185,hllpp,12,4096,951
9,2,4000,3928,3899.200838,hll,12,4096,951
9,2,4000,3928,3928.229931,hllpp,12,4096,951
9,3,10000,9716,9309.228453,hll,12,4096,951
9,3,10000,9716,9824.056404,hllpp,12,4096,951
9,4,20000,19331,19087.930490,hll,12,4096,951
9,4,20000,19331,19253.000976,hllpp,12,4096,951
10,0,1000,995,1002.188665,hll,12,4096,1052
10,0,1000,995,995.014753,hllpp,12,4096,1052
10,1,2000,1975,1994.519231,hll,12,4096,1052
10,1,2000,1975,1975.058126,hllpp,12,4096,1052
10,2,4000,3929,3919.979576,hll,12,4096,1052
10,2,4000,3929,3929.230048,hllpp,12,4096,1052
10,3,10000,9725,9760.243594,hll,12,4096,1052
10,3,10000,9725,9794.594426,hllpp,12,4096,1052
10,4,20000,19341,19136.569498,hll,12,4096,1052
10,4,20000,19341,19124.241139,hllpp,12,4096,1052
11,0,1000,988,981.804175,hll,12,4096,1153
11,0,1000,988,988.014546,hllpp,12,4096,1153
11,1,2000,1972,1970.181667,hll,12,4096,1153
11,1,2000,1972,1972.057950,hllpp,12,4096,1153
11,2,4000,3911,3870.801102,hll,12,4096,1153
11,2,4000,3911,3911.227945,hllpp,12,4096,1153
11,3,10000,9690,9792.881217,hll,12,4096,1153
11,3,10000,9690,9753.279818,hllpp,12,4096,1153
11,4,20000,19356,19321.676369,hll,12,4096,1153
11,4,20000,19356,19473.877123,hllpp,12,4096,1153
12,0,1000,996,988.163437,hll,12,4096,1254
12,0,1000,996,996.014782,hllpp,12,4096,1254
12,1,2000,1986,1966.947557,hll,12,4096,1254
12,1,2000,1986,1986.058775,hllpp,12,4096,1254
12,2,4000,3927,3906.980517,hll,12,4096,1254
12,2,4000,3927,3927.229814,hllpp,12,4096,1254
12,3,10000,9751,9760.243594,hll,12,4096,1254
12,3,10000,9751,9775.692729,hllpp,12,4096,1254
12,4,20000,19406,19018.236527,hll,12,4096,1254
12,4,20000,19406,19450.404781,hllpp,12,4096,1254
13,0,1000,997,993.257965,hll,12,4096,1355
13,0,1000,997,997.014812,hllpp,12,4096,1355
13,1,2000,1976,1992.892220,hll,12,4096,1355
13,1,2000,1976,1976.058185,hllpp,12,4096,1355
13,2,4000,3931,4041.547209,hll,12,4096,1355
13,2,4000,3931,3931.230282,hllpp,12,4096,1355
13,3,10000,9707,9926.096210,hll,12,4096,1355
13,3,10000,9707,10008.118546,hllpp,12,4096,1355
13,4,20000,19330,19538.194307,hll,12,4096,1355
13,4,20000,19330,19623.667673,hllpp,12,4096,1355
14,0,1000,990,977.993351,hll,12,4096,1456
14,0,1000,990,990.014605,hllpp,12,4096,1456
14,1,2000,1968,1920.337676,hll,12,4096,1456
14,1,2000,1968,1968.057715,hllpp,12,4096,1456
14,2,4000,3901,3779.209708,hll,12,4096,1456
14,2,4000,3901,3901.226780,hllpp,12,4096,1456
14,3,10000,9699,9508.102464,hll,12,4096,1456
14,3,10000,9699,9870.906065,hllpp,12,4096,1456
14,4,20000,19345,18963.371153,hll,12,4096,1456
14,4,20000,19345,19695.555582,hllpp,12,4096,1456
15,0,1000,990,990.709909,hll,12,4096,1557
15,0,1000,990,990.014605,hllpp,12,4096,1557
15,1,2000,1967,1936.350206,hll,12,4096,1557
15,1,2000,1967,1967.057656,hllpp,12,4096,1557
15,2,4000,3916,3930.408608,hll,12,4096,1557
15,2,4000,3916,3916.228528,hllpp,12,4096,1557
15,3,10000,9704,9685.085522,hll,12,4096,1557
15,3,10000,9704,9532.419371,hllpp,12,4096,1557
15,4,20000,19349,19513.327357,hll,12,4096,1557
15,4,20000,19349,19168.875938,hllpp,12,4096,1557
16,0,1000,993,977.993351,hll,12,4096,1658
16,0,1000,993,993.014694,hllpp,12,4096,1658
16,1,2000,1978,1947.596340,hll,12,4096,1658
16,1,2000,1978,1978.058303,hllpp,12,4096,1658
16,2,4000,3932,3927.798859,hll,12,4096,1658
16,2,4000,3932,3932.230399,hllpp,12,4096,1658
16,3,10000,9688,9397.528878,hll,12,4096,1658
16,3,10000,9688,9751.982294,hllpp,12,4096,1658
16,4,20000,19313,18971.670981,hll,12,4096,1658
16,4,20000,19313,19221.923960,hllpp,12,4096,1658
17,0,1000,994,972.917762,hll,12,4096,1759
17,0,1000,994,994.014723,hllpp,12,4096,1759
17,1,2000,1962,1917.142668,hll,12,4096,1759
17,1,2000,1962,1962.057363,hllpp,12,4096,1759
17,2,4000,3910,3982.955833,hll,12,4096,1759
17,2,4000,3910,3910.227828,hllpp,12,4096,1759
17,3,10000,9698,9559.367213,hll,12,4096,1759
17,3,10000,9698,9703.004602,hllpp,12,4096,1759
17,4,20000,19359,19548.234221,hll,12,4096,1759
17,4,20000,19359,18996.672364,hllpp,12,4096,1759
18,0,1000,991,980.533506,hll,12,4096,1860
18,0,1000,991,991.014634,hllpp,12,4096,1860
18,1,2000,1975,1950.815200,hll,12,4096,1860
18,1,2000,1975,1975.058126,hllpp,12,4096,1860
18,2,4000,3929,3964.487524,hll,12,4096,1860
18,2,4000,3929,3929.230048,hllpp,12,4096,1860
18,3,10000,9724,10017.375753,hll,12,4096,1860
18,3,10000,9724,9535.268709,hllpp,12,4096,1860
18,4,20000,19365,19359.322483,hll,12,4096,1860
18,4,20000,19365,19020.771654,hllpp,12,4096,1860
19,0,1000,997,1002.188665,hll,12,4096,1961
19,0,1000,997,997.014812,hllpp,12,4096,1961
19,1,2000,1983,2025.555870,hll,12,4096,1961
19,1,2000,1983,1983.058598,hllpp,12,4096,1961
19,2,4000,3915,3959.226123,hll,12,4096,1961
19,2,4000,3915,3914.228295,hllpp,12,4096,1961
19,3,10000,9720,10063.789848,hll,12,4096,1961
19,3,10000,9720,9569.631935,hllpp,12,4096,1961
19,4,20000,19341,19226.824655,hll,12,4096,1961
19,4,20000,19341,19271.222070,hllpp,12,4096,1961
